farmID,groveID,groveName,zoneID,area,plantedArea,geometry,updatedAt,commodity,siteID,irrigation,originalPlantYear,rootStock,spacing,spacing_row_m,spacing_tree_m,spacing_row_ft,spacing_tree_ft,variety,subCommodity,commodityCombinations,regionName
-MYnm19zJFnjVpnhaLG6,-Mcy0cFOf33J_W9PJVxX,31N_10,-MYnma83jiXIgNosDDXx,410.83443178108706,166.11228735525677,"POLYGON((-120.283776453612 36.3175042261081, -120.27965932745 36.3196025343628, -120.275446997512 36.3222321352216, -120.273703084589 36.3244199044998, -120.271545091856 36.3262130595365, -120.271242495097 36.3272299109314, -120.283959527354 36.3272070477215, -120.283776453612 36.3175042261081))",2022-08-01 20:03:29+00:00,Almonds,31N_10,,1997,,"{'ft': {'row': 78.74016, 'tree': 59.05512}, 'm': {'row': 24, 'tree': 18}}",24.0,18.0,78.74016,59.05512,Butte,Almonds,62c22c8124c59eea3bb044ec05d8dda8019a59e860ec0e12f11d7d688320cf07,California
-MYnm19zJFnjVpnhaLG6,-Mcy5RD_WM5DL8Jaqtw5,29N_30,-MYnma83jiXIgNosDDXx,161.51807058894505,153.20412162295304,"POLYGON((-120.265358820808 36.3271740201129, -120.256366756524 36.3272077458646, -120.256376395802 36.3345073096399, -120.265234893572 36.3345461352723, -120.265358820808 36.3271740201129))",2022-08-01 20:03:29+00:00,Almonds,29N_30,,2000,,"{'ft': {'row': 78.74016, 'tree': 59.05512}, 'm': {'row': 24, 'tree': 18}}",24.0,18.0,78.74016,59.05512,Fritz,Almonds,f22e29a3709bc10b4c5c39747376caff4e6b966793dc8b4d5c0140f4003e1ed3,California
-MYnm19zJFnjVpnhaLG6,-MdCtR8PAs8JwSYMy47a,14N_40,-MdCrtQYOG7l9ncTWkNV,392.0999923408223,158.6773775004379,"POLYGON((-120.193866317813 36.3566050001184, -120.193829112607 36.3638777827665, -120.203082927976 36.363914093661, -120.203078353378 36.3565551169065, -120.201799002136 36.3565414712519, -120.201751764988 36.3568463736633, -120.199237419547 36.3570695901211, -120.197762290141 36.3572584102657, -120.197155536951 36.3572520888213, -120.19696590191 36.3570871838732, -120.196799549752 36.356823241248, -120.196779624658 36.356603053729, -120.193866317813 36.3566050001184))",2022-08-01 20:03:29+00:00,Pistachio,14N_40,,2004,Pioneer Gold,"{'ft': {'row': 19, 'tree': 17}, 'm': {'row': 5.791199814681606, 'tree': 5.181599834188805}}",5.791199814681606,5.181599834188805,19.0,17.0,Peters,Pistachio,f4fba5e866dbb598a252ea90537c5cd1e99b00b01cb6c90f4921ca6451321be1,California
-MYnm19zJFnjVpnhaLG6,-MdCtR8PAs8JwSYMy47b,14N_30,-MdCrtQYOG7l9ncTWkNV,365.2405681253515,148.0170917925217,"POLYGON((-120.2117006247 36.3570094482118, -120.209613679034 36.3570315905069, -120.207424461651 36.3569056056193, -120.207156541596 36.3565210405252, -120.204922502127 36.3565203649049, -120.204918083633 36.3573120205576, -120.203112844145 36.3572935984324, -120.20301389766 36.3639305008942, -120.211763011107 36.3639395389246, -120.2117006247 36.3570094482118))",2022-08-01 20:03:29+00:00,Pistachio,14N_30,,2007,Pioneer Gold,"{'ft': {'row': 19, 'tree': 17}, 'm': {'row': 5.791199814681606, 'tree': 5.181599834188805}}",5.791199814681606,5.181599834188805,19.0,17.0,Kerman,Pistachio,df7f78bc9d17f7f643f8faa9c63bf7d74003a5ee5f9a89aa2eea9711ea3061a7,California
-MYnm19zJFnjVpnhaLG6,-MdCtR8QV1KAx2iK6joi,22N_20,-MdCrtQYOG7l9ncTWkNV,393.1497710782731,156.57426861924571,"POLYGON((-120.220810486389 36.3491853786917, -120.211637243311 36.3492207474611, -120.211557196418 36.356391703422, -120.22074112882 36.3562968593405, -120.220810486389 36.3491853786917))",2022-08-01 20:03:29+00:00,Pistachio,22N_20,,2017,Pioneer Gold,"{'ft': {'row': 19, 'tree': 17}, 'm': {'row': 5.791199814681606, 'tree': 5.181599834188805}}",5.791199814681606,5.181599834188805,19.0,17.0,Peters,Pistachio,f4fba5e866dbb598a252ea90537c5cd1e99b00b01cb6c90f4921ca6451321be1,California
-MYnm19zJFnjVpnhaLG6,-MdCtR8QV1KAx2iK6joj,22N_40,-MdCrtQYOG7l9ncTWkNV,305.36686033483,123.62123196309652,"POLYGON((-120.211694900564 36.3491804282412, -120.220821267578 36.3491547807167, -120.22083792591 36.3418843445717, -120.218482496147 36.3418462480996, -120.218512872525 36.3423839924859, -120.217443339322 36.3424121128476, -120.216692169987 36.3431222206623, -120.216740056851 36.3439861729145, -120.212392634658 36.3441223933425, -120.212380051269 36.347830432495, -120.212503295855 36.3478790913972, -120.212505791435 36.3487782076367, -120.21169849905 36.3487865992992, -120.211694900564 36.3491804282412))",2022-08-01 20:03:29+00:00,Pistachio,22N_40,,2006,Pioneer Gold,"{'ft': {'row': 19, 'tree': 17}, 'm': {'row': 5.791199814681606, 'tree': 5.181599834188805}}",5.791199814681606,5.181599834188805,19.0,17.0,Peters,Pistachio,f4fba5e866dbb598a252ea90537c5cd1e99b00b01cb6c90f4921ca6451321be1,California
-MYnm19zJFnjVpnhaLG6,-MdCtR8RLJYoxSFxzbzL,34N-20,-MdCrtQYOG7l9ncTWkNV,230.41798747413748,93.24693367895878,"POLYGON((-120.220927332458 36.3271738343621, -120.220934932676 36.3239961553597, -120.212012852265 36.3217379354304, -120.21193382315 36.3272435994041, -120.220927332458 36.3271738343621))",2022-08-01 20:03:29+00:00,Pistachio,34N-20,,2019,Pioneer Gold,"{'ft': {'row': 19, 'tree': 17}, 'm': {'row': 5.791199814681606, 'tree': 5.181599834188805}}",5.791199814681606,5.181599834188805,19.0,17.0,Peters,Pistachio,f4fba5e866dbb598a252ea90537c5cd1e99b00b01cb6c90f4921ca6451321be1,California
-MvmfkvQDwnWlUW5xp8-,-MvnXpC8rUsFAVyPHm4_,2,-Mvmg77uj7mw7TBVgaDr,150.01611297907863,129.03416233609167,"POLYGON((-120.216199765657 36.5734502449519, -120.216239749308 36.567087781909, -120.216185738577 36.5670657718873, -120.216164513738 36.5669120581675, -120.216094229413 36.5669334829996, -120.216096006432 36.5667998911473, -120.216040292982 36.5668122198099, -120.216030204598 36.5666233790069, -120.215439534416 36.5666633287568, -120.213223109951 36.5666587493406, -120.208221692962 36.5667442284211, -120.207345339095 36.566808634883, -120.207299918852 36.5736624227857, -120.216199765657 36.5734502449519))",2022-08-01 20:03:29+00:00,Almonds,2,,2019,NA,"{'ft': {'row': 22, 'tree': 13}, 'm': {'row': 6.705599785420807, 'tree': 3.962399873203204}}",6.705599785420807,3.962399873203204,22.0,13.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MvEhKtjh1iH2TqNrC8f,-MvIhu2A1-mAbHXIApf1,W11,-MvEhikLz1jLQiTFIFEC,39.975060109306035,35.82949189487711,"POLYGON((-119.553960310639 36.33550077912, -119.55397 36.33442, -119.55388 36.33442, -119.55388 36.3341, -119.55391 36.33403, -119.5539 36.33205, -119.553878063079 36.331930499711, -119.553706764629 36.3319200364621, -119.549580936987 36.331929429176, -119.549418934188 36.331937919514, -119.549400358098 36.3321020445655, -119.54938262614 36.3355075341168, -119.553960310639 36.33550077912))",2022-08-01 20:03:29+00:00,Almonds,W11,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Shasta,Almonds,0bb84d1c2f4d8615ec80b7b1f00c62eafc262046901fddbdded7cf0005ffe860,California
-MvEhKtjh1iH2TqNrC8f,-MvIhu2A1-mAbHXIApf2,R5,-MvEhikLz1jLQiTFIFEC,71.31460276374783,62.84637338358903,"POLYGON((-119.5547690879 36.3376010544456, -119.554771869683 36.3356580726882, -119.554140383602 36.3355559417981, -119.54956026579 36.3355797785286, -119.547461756838 36.3355584323155, -119.54716927534 36.3356423346279, -119.547156338736 36.3401363343834, -119.553789490694 36.3391104545429, -119.553800513453 36.3377971407265, -119.553814094223 36.337772602564, -119.554236190166 36.3377749289555, -119.554241699677 36.337590722319, -119.5547690879 36.3376010544456))",2022-08-01 20:03:29+00:00,Almonds,R5,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Shasta,Almonds,0bb84d1c2f4d8615ec80b7b1f00c62eafc262046901fddbdded7cf0005ffe860,California
-MvEiN06HyyvCpkURzok,-MvIhHwSp0H7JvmNmfMf,W5,-MvEipty1XyudqeuW80U,66.61384090629306,66.26629375834156,"POLYGON((-119.564924735006 36.3357986557956, -119.56477 36.33555, -119.56472 36.33545, -119.56475 36.32881, -119.564746009706 36.3287397746605, -119.560740268282 36.3287395584711, -119.560743183506 36.3354539422225, -119.563534731759 36.3354583356755, -119.563931051859 36.335453071781, -119.564190521875 36.3355576319348, -119.564493154779 36.335730672096, -119.564569994325 36.3358144158418, -119.564924735006 36.3357986557956))",2022-08-01 20:03:29+00:00,Almonds,W5,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEiN06HyyvCpkURzok,-MvIhHwTqrqnWUJOdjLm,W3,-MvEipty1XyudqeuW80U,22.27435109180307,21.849408956424565,"POLYGON((-119.564807917585 36.3374385113986, -119.564964504701 36.3372825746212, -119.56498 36.33626, -119.564912938121 36.3360242149655, -119.563886214411 36.3355249817383, -119.560738605243 36.3355370967459, -119.560735960902 36.3379158099643, -119.560746416911 36.3380519275337, -119.564807917585 36.3374385113986))",2022-08-01 20:03:29+00:00,Almonds,W3,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEiN06HyyvCpkURzok,-MvIhHwTqrqnWUJOdjLn,W4,-MvEipty1XyudqeuW80U,31.945933504316933,26.250391085912607,"POLYGON((-119.560708085078 36.3380563700376, -119.5607 36.33555, -119.556135655089 36.3355596249113, -119.556113936009 36.3368045799355, -119.55622 36.3371, -119.556215839514 36.3375175985647, -119.55613737835 36.3378851222403, -119.55612099888 36.3385070543374, -119.556123025117 36.3387409446054, -119.560708085078 36.3380563700376))",2022-08-01 20:03:29+00:00,Almonds,W4,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEiN06HyyvCpkURzok,-MvIhHwUNxMMwOkZEb_r,W6,-MvEipty1XyudqeuW80U,36.659997954879735,33.446281324125295,"POLYGON((-119.560682447634 36.3354309585196, -119.56067890327 36.3318485786602, -119.556198733821 36.3318714339921, -119.556169366906 36.3344166489297, -119.557375483634 36.3344214143116, -119.557357480884 36.3353464753195, -119.557356614724 36.335440071699, -119.55771 36.33543, -119.560682447634 36.3354309585196))",2022-08-01 20:03:29+00:00,Almonds,W6,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Butte,Almonds,c1e76aaa8062bd81fa00ac1db496faade855474ab0123148ec347261f5bdf44d,California
-MvEiN06HyyvCpkURzok,-MvIhbY0tBAHzVfg-PQG,W1,-MvEiekakEUtAFgDNtwY,38.60220306910272,37.519194121928095,"POLYGON((-119.558235609267 36.3427258879656, -119.56482 36.34274, -119.565 36.34264, -119.56503 36.34042, -119.558234030108 36.3404266880351, -119.558235609267 36.3427258879656))",2022-08-01 20:03:29+00:00,Almonds,W1,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Butte,Almonds,c1e76aaa8062bd81fa00ac1db496faade855474ab0123148ec347261f5bdf44d,California
-MvEiN06HyyvCpkURzok,-MvIhbY1jQ4AYj_pbAPV,W2,-MvEiekakEUtAFgDNtwY,45.15283895749777,41.04536377513611,"POLYGON((-119.565008490388 36.3403809224227, -119.565 36.33782, -119.565000482746 36.3375720946253, -119.564838217246 36.3375637827509, -119.564628606956 36.3375810682715, -119.564378606956 36.3376210682715, -119.563290389711 36.3378439406078, -119.562048259007 36.3381007779912, -119.561301837935 36.3381118444765, -119.559762117889 36.3383434385479, -119.558799167926 36.3384885879872, -119.556634216086 36.338817428115, -119.55665916471 36.3403941464951, -119.565008490388 36.3403809224227))",2022-08-01 20:03:29+00:00,Almonds,W2,,2021,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjHQgX3-na6khjVYN,-MvIhhkbm2p09hzW72QS,G4,-MvEjSCpUXRtqB9SpqdZ,98.7432231409043,29.22168352267134,"POLYGON((-119.430507542819 36.3490851904601, -119.430483226054 36.3526138182444, -119.434784015804 36.352637729191, -119.434788683604 36.3490962110384, -119.430507542819 36.3490851904601))",2022-08-01 20:03:29+00:00,Almonds,G4,,2014,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjHQgX3-na6khjVYN,-MvIhhkct0dJ9W04RWy2,G2,-MvEjSCpUXRtqB9SpqdZ,98.32314436377834,31.40219935411845,"POLYGON((-119.43937927305 36.3526281635957, -119.439362709536 36.3490504737586, -119.43778 36.34908, -119.435130633241 36.3490554895074, -119.43496052077 36.3491266585719, -119.434770337827 36.3490797334913, -119.434760568347 36.3526225392594, -119.43937927305 36.3526281635957))",2022-08-01 20:03:29+00:00,Almonds,G2,,2014,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjHQgX3-na6khjVYN,-MvIhhkct0dJ9W04RWy3,G3,-MvEjSCpUXRtqB9SpqdZ,40.21861747526908,31.33338938315823,"POLYGON((-119.433392698606 36.3526191262915, -119.432498992425 36.3526121725398, -119.431716680451 36.352633792875, -119.431325388891 36.3526409174274, -119.430933196756 36.3526357957863, -119.430673416346 36.3526239846034, -119.430692612252 36.3529795554241, -119.430689611004 36.3561155318597, -119.430838467845 36.3562903988758, -119.432560091955 36.3566386443542, -119.433444662724 36.3567387824386, -119.434771547886 36.3568480016438, -119.434791098057 36.3526273845301, -119.433392698606 36.3526191262915))",2022-08-01 20:03:29+00:00,Almonds,G3,,2015,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjHQgX3-na6khjVYN,-MvIhhkct0dJ9W04RWy4,G1,-MvEjSCpUXRtqB9SpqdZ,115.39811112813392,44.153941450383456,"POLYGON((-119.43935 36.35651, -119.43935 36.35265, -119.434771190365 36.3526124227526, -119.434767811351 36.3568278628179, -119.43563 36.35683, -119.43672 36.35685, -119.437694482401 36.3568337032295, -119.43901 36.35669, -119.43935 36.35651))",2022-08-01 20:03:29+00:00,Almonds,G1,,2015,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjrMb2Q9LmffGvGqn,-MvIh6TCQL7zHOhDP7ku,DV3,-MvEjyIw4xPGzkKxwdud,32.44257165373387,26.730948381845714,"POLYGON((-119.484171530225 36.331500682643, -119.48416 36.32933, -119.484093623651 36.3292798350524, -119.484085669081 36.3285665000174, -119.483899618239 36.328466211652, -119.479944298385 36.3283247926051, -119.479927268592 36.3285442292889, -119.479763053442 36.3285417834355, -119.479809190016 36.3313489060258, -119.484171530225 36.331500682643))",2022-08-01 20:03:29+00:00,Almonds,DV3,,2015,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjrMb2Q9LmffGvGqn,-MvIh6TCQL7zHOhDP7kv,DV2,-MvEjyIw4xPGzkKxwdud,37.655588287915364,30.879709214333094,"POLYGON((-119.484158062349 36.3350922642715, -119.484164250343 36.334550870751, -119.483429689037 36.334546070669, -119.483435267823 36.334195102148, -119.484156524857 36.3342099209066, -119.4841714181 36.3318417093569, -119.483864720981 36.3318249578599, -119.483893619199 36.3314977060398, -119.47981613876 36.3313520307627, -119.479816773427 36.3349498248367, -119.484158062349 36.3350922642715))",2022-08-01 20:03:29+00:00,Almonds,DV2,,2014,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvEjrMb2Q9LmffGvGqn,-MvIh6TCQL7zHOhDP7kw,DV1,-MvEjyIw4xPGzkKxwdud,91.94783115798423,32.01028809057641,"POLYGON((-119.484224647318 36.3386900435091, -119.484174509544 36.335099962776, -119.479809874955 36.3349504626497, -119.479805807537 36.338516353586, -119.484224647318 36.3386900435091))",2022-08-01 20:03:29+00:00,Almonds,DV1,,2015,NA,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MzU4ft13EKZuozVZ3Dc,-MzU5Jr0ekqV7oUWxwnO,1,-MzU5Gp3UpVtrVocfink,156.0380621613745,130.72131301479075,"POLYGON((-119.01311194598 35.0834445239863, -119.013111152738 35.0836169156338, -119.012921092511 35.0836145499046, -119.012919879565 35.0834455773372, -119.011693076572 35.0834338953111, -119.011689634949 35.083529091519, -119.01163072132 35.0835735305649, -119.011630560271 35.0836137024631, -119.011586763499 35.0836065616286, -119.011557113094 35.0835991080411, -119.011529405517 35.0835833980645, -119.01149742354 35.0835621338923, -119.011403766153 35.0835336386466, -119.011397522552 35.0900617549795, -119.011396594566 35.0901031742438, -119.011396018192 35.0901325029961, -119.011394390718 35.0901448635957, -119.011393673641 35.0901589213258, -119.011411374066 35.0904573767899, -119.019535965948 35.0904915764397, -119.019562435972 35.0902915820774, -119.020273619257 35.0902980053143, -119.020308673724 35.0834527394988, -119.01311194598 35.0834445239863))",2022-08-01 20:03:29+00:00,Almonds,1,,2018,Hansen,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MzU4ft13EKZuozVZ3Dc,-MzU5Jr0ekqV7oUWxwnP,2,-MzU5Gp3UpVtrVocfink,155.399010333645,132.92750317433809,"POLYGON((-119.011377707643 35.0834320281865, -119.003312335394 35.0833902350086, -119.003316008811 35.0836672490446, -119.002928742159 35.0836571272055, -119.002910700384 35.0835846526231, -119.00285476928 35.083494968836, -119.002854522935 35.0834033202981, -119.002587146156 35.0833989856624, -119.002517389174 35.0833995548271, -119.002489272308 35.0903875485885, -119.010568342686 35.0904704266262, -119.010567664401 35.0902901584569, -119.011364480083 35.0902921611377, -119.011377707643 35.0834320281865))",2022-08-01 20:03:29+00:00,Almonds,2,,2018,Hansen,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MzU4ft13EKZuozVZ3Dc,-MzU5Jr0ekqV7oUWxwnQ,3,-MzU5Gp3UpVtrVocfink,154.04126304947553,131.74275099100805,"POLYGON((-119.011460833589 35.0764613153794, -119.003274318809 35.0764309048245, -119.003272761923 35.0764863458947, -119.00319102309 35.0764886253757, -119.003196659303 35.0768435857859, -119.002893790663 35.0768493805898, -119.002889657159 35.0771286762397, -119.002533411724 35.0771258544609, -119.002518283721 35.0833702441408, -119.005715806833 35.0833875172319, -119.005712013747 35.0833358958826, -119.006053830167 35.0833345601463, -119.006051402107 35.0833874742575, -119.011070332073 35.0834068947655, -119.011089364966 35.0829320404257, -119.011459578049 35.0829192424404, -119.011460833589 35.0764613153794))",2022-08-01 20:03:29+00:00,Almonds,3,,2018,Hansen,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MzU4ft13EKZuozVZ3Dc,-MzU5Jr0ekqV7oUWxwnR,4,-MzU5Gp3UpVtrVocfink,138.46988898065024,122.34693497452031,"POLYGON((-119.020345812802 35.0796667891719, -119.017002479956 35.076594938878, -119.014085558684 35.0765431780792, -119.014084791416 35.0764831407835, -119.011507079241 35.076479537151, -119.011488122323 35.0768887699781, -119.011771812089 35.0769177948416, -119.011812565987 35.0772718279256, -119.011479617773 35.0772482715074, -119.011482268603 35.0806953949165, -119.011636606101 35.0806909808177, -119.011622124915 35.0810321198133, -119.011468159583 35.0810372560094, -119.011482057691 35.0833927969454, -119.011542458275 35.0833970504298, -119.012422771868 35.083385194544, -119.012426669939 35.0833577047568, -119.012582001534 35.0833943292698, -119.012644052339 35.0833983556815, -119.019189425674 35.0834193335015, -119.019190538548 35.0833823129732, -119.019339801749 35.0834099768048, -119.01940190469 35.0834368165009, -119.019996638597 35.0834238238012, -119.020028476844 35.0830405568097, -119.020296876491 35.0829592915105, -119.020345812802 35.0796667891719))",2022-08-01 20:03:29+00:00,Almonds,4,,2018,Hansen,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MzU4ft13EKZuozVZ3Dc,-MzU5Jr0ekqV7oUWxwnS,5,-MzU5Gp3UpVtrVocfink,153.35451663358785,119.68188363152,"POLYGON((-119.003110856529 35.1007811791605, -119.003070050185 35.0937988460458, -118.994253502784 35.0938352815044, -118.99429415548 35.1007382077269, -119.003110856529 35.1007811791605))",2022-08-01 20:03:29+00:00,Almonds,5,,2018,Hansen,"{'ft': {'row': 22, 'tree': 16}, 'm': {'row': 6.705599785420807, 'tree': 4.876799843942405}}",6.705599785420807,4.876799843942405,22.0,16.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MvnGEvAwrAF2UsmnVNh,-MvnXV2ougHbh6DDairf,Organic1,-MvnGqswidSFUHe4i6q8,85.34058879920741,74.52780676386496,"POLYGON((-118.931072204813 35.0235642766265, -118.934474669105 35.0183533928695, -118.934552109109 35.0182417491659, -118.934564916736 35.0180778176398, -118.926546921971 35.0180937167671, -118.926554394327 35.0194603742007, -118.927277082493 35.0194707321291, -118.927275993287 35.0203701514977, -118.926540164303 35.0203698664549, -118.926497779855 35.0235741340674, -118.931072204813 35.0235642766265))",2022-08-01 20:03:29+00:00,Almonds,Organic1,,2018,NA,"{'ft': {'row': 22, 'tree': 18}, 'm': {'row': 6.705599785420807, 'tree': 5.486399824435206}}",6.705599785420807,5.486399824435206,22.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvnGEvAwrAF2UsmnVNh,-MvnXV2pR29gKfAWoyii,Organic2,-MvnGqswidSFUHe4i6q8,30.648197832215914,27.10532644368156,"POLYGON((-118.935390002669 35.0177269574815, -118.935298883364 35.017726319298, -118.93520691364 35.0177192447649, -118.932542226863 35.0218013943678, -118.931482235988 35.023380988871, -118.931496708103 35.0235749741088, -118.935198275725 35.0235919197957, -118.935233970743 35.0235335461814, -118.935362645662 35.0235235224072, -118.935390002669 35.0177269574815))",2022-08-01 20:03:29+00:00,Almonds,Organic2,,2018,NA,"{'ft': {'row': 22, 'tree': 18}, 'm': {'row': 6.705599785420807, 'tree': 5.486399824435206}}",6.705599785420807,5.486399824435206,22.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MvmfkvQDwnWlUW5xp8-,-MvnXpC8rUsFAVyPHm4a,3,-Mvmg77uj7mw7TBVgaDr,158.3083139288855,141.30677935545944,"POLYGON((-120.207025605769 36.5737065318572, -120.206992058752 36.5668047465655, -120.197798910439 36.5669776797024, -120.197810319426 36.570002093911, -120.197673301413 36.5699909080425, -120.197622293601 36.5739328498712, -120.207025605769 36.5737065318572))",2022-08-01 20:03:29+00:00,Almonds,3,,2019,NA,"{'ft': {'row': 23, 'tree': 13}, 'm': {'row': 7.010399775667207, 'tree': 3.962399873203204}}",7.010399775667207,3.962399873203204,23.0,13.0,Bennet Hickman,Almonds,40518b365e780e93543660c4a150bd3abe12e98c51d6476a45de2ae5a0b12ff6,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdel,5,-MzU6oKUsHVqcPFEQSNI,72.87937822690631,71.37437506999964,"POLYGON((-119.654278931078 36.4783644724168, -119.651953231609 36.4783827258796, -119.651953327653 36.4782947892773, -119.646195589238 36.4783586374889, -119.646192394747 36.4782989832348, -119.645206151313 36.4783020234104, -119.645117142706 36.4817061313042, -119.647110374447 36.4817304077573, -119.647104408301 36.4816525387653, -119.649620066689 36.4816534650182, -119.649620797424 36.4815214241315, -119.649626873066 36.4815216857336, -119.654185819169 36.4815158678166, -119.654278931078 36.4783644724168))",2022-08-01 20:03:29+00:00,Almonds,5,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Butte,Almonds,30bc02207ecffe6b2e40b63585e07d08c92f47b79c0ca40c8023e4e2fdc5849a,California
